time,post_id,post_content,post_type,like,share,company
2014-12-15 10:15:00,fb.com/360450250740751_695243937261379,12/16 12pm&8pm「紅米Note 4G+小米手環+小米路由器mini＋行動電源」免預約直接買；當天還有機會用優惠券享雙重折扣！把握最後一天到【全民禮物大對戰】贏現金抵用券、免運券，還有米兔、耳機、LED燈等禮物！準備好迎接12/16小米聖誕季了嗎？,,411,9,MI
2014-12-14 19:00:01,fb.com/360450250740751_694990280620078,還有2 天就是小米聖誕季！你閱讀購買攻略了嗎？別忘了在【全民禮物大作戰】贏得的現金抵用券可用在：除了手機類、行動電源10400、小米手環與小米路由器mini以外的商品。若訂單成立的金額（使用券後）未滿$500，則會有運費產生。 先來看看優惠券怎麼用吧：goo.gl/GpT6hn,,536,24,MI
2014-12-14 10:08:00,fb.com/360450250740751_694669813985458,【小米聖誕季】倒數2 天！把握最後機會到【全民禮物大作戰】贏現金折價券、禮物兌換券，當天就有機會享受雙重折扣！12/16 早上10 點配件驚喜折扣開始，隨身LED燈、小米手環藍色腕帶，米兔行動電源等新品首賣，快邀請你的朋友一起參加！購買攻略：goo.gl/GpT6hn,,498,17,MI
2014-12-13 10:11:00,fb.com/360450250740751_694222837363489,還有3 天就是【小米聖誕季】了，你看好要買什麼了嗎？12/16 當天 ① 早上10點配件折扣開始，LED燈、小米手環藍色腕帶，米兔行動電源首賣；② 紅米Note 4G、小米路由器mini、小米手環、行動電源12pm&8pm免預約直接買，別忘了邀請你的朋友一起參加！購買攻略請看：goo.gl/GpT6hn,,868,52,MI
2014-12-12 18:25:00,fb.com/360450250740751_694115260707580,小米手環經過嚴苛的穿戴環境測試，抗撞擊值1.2m，有影片有真相！,,387,5,MI
2014-12-12 11:16:48,fb.com/360450250740751_694018814050558,終於星期五了！今天起【全民禮物大作戰】再加碼！每天加送$500 配件現金券！12/13 23:59 前公開分享+留言貼出你的禮物箱截圖，我們要再送出小米路由器mini F碼 5個！現在就去把$500 現金券贏回家！12.16 小米聖誕季不見不散 :),,801,320,MI
2014-12-11 17:32:46,fb.com/360450250740751_693549880764118,小米手環貼心的智慧鬧鐘功能，能在預設鬧鐘前30 分鐘內，利用微震動在你淺眠時將你喚醒，不必擔心吵醒枕邊人。智慧鬧鐘可設定3 組，即使手機關機或是不在身旁，小米手環一樣能模擬自然醒狀態、幫你無痛起床。🎄 12.16小米聖誕季，藍色腕帶首賣，幫你自己準備個聖誕禮物吧 http://goo.gl/x3NJNV,,484,15,MI
2014-12-11 11:12:07,fb.com/360450250740751_693434840775622,12/16 小米路由器mini、LED燈、小米手環藍色腕帶，米兔行動電源首賣！還有紅米Note 4G、小米手環、行動電源，12pm&8pm免預約直接買！公開轉發+留言分享你要買什麼，我們要抽出幸運兒送出5 個小米路由器mini F碼還有5 台 mini聖誕特別版！！讓你搶先擁有，分享截止到今晚23:59！🎄🎄,,1595,1147,MI
2014-12-10 18:11:13,fb.com/360450250740751_693029274149512,【 小米服務升級】小米產品防偽碼查詢正式上線啦！如果你新買的行動電源10400 外包裝上貼著小米防偽標籤，以後就可以使用這個新服務！之後的小米行動電源也會陸續更換防偽貼紙。溫馨提醒，透過小米官方管道購買，才是有保障！,,648,25,MI
2014-12-10 14:52:52,fb.com/360450250740751_692981737487599,安裝小米路由器mini 就和它搭配的App一樣，簡單好用，三秒就上手！謝謝米粉@丸子麻咪的體驗分享：http://goo.gl/eDpNVh。小米路由器mini 支援最新802.11ac Wi-Fi 連線，加上智慧雙頻雙天線，讓你在家上網更快！你...準備好12.16 幫家裡換台新的無線分享器了嗎？ ;),,592,20,MI
2014-12-10 09:21:08,fb.com/360450250740751_692856997500073,12/16 小米路由器mini、隨身LED燈、小米手環藍色腕帶，米兔行動電源首賣！還有紅米Note 4G、小米手環、行動電源，全部免預約直接買！公開分享小米聖誕季+留言貼上你的遊戲成績或優惠券截圖，我們要抽出幸運兒送出1 台紅米Note 4G+30 套樂客導航王全3D 正式版(價值NT$1280)，分享截止到今晚23:59喔！ :),,1011,342,MI
2014-12-09 18:26:54,fb.com/360450250740751_692411114211328,"在煩惱聖誕節的禮物嗎？12/16 小米聖誕季兩場12pm&8pm 紅米Note 4G /小米手環/小米路由器mini/行動電源，免預約直接買，還有機會用優惠券享雙重折扣！參加【全民禮物大對戰】，
現金/免運券、米兔、耳機、LED燈等禮物等你拿！和我們分享你的聖誕慾望清單吧！",,739,63,MI
2014-12-09 01:39:00,fb.com/360450250740751_692395100879596,12.16 小米聖誕季 http://www.mi.com/tw/events/christmas2014/ 等你一起來 <3,小米台灣 Mi Taiwan added a new photo.,252,6,MI
2014-12-08 18:02:42,fb.com/360450250740751_691788210940285,小米行動電源10400 將會在明天12 月9 日中午 12 點開賣！記得提前閱讀「行動電源開放購買」說明：http://goo.gl/NLfDUa，更別忘了轉發、標記你的朋友，告訴他們明天12 點到小米官網購買喔！,,1366,238,MI
2014-12-08 12:12:10,fb.com/360450250740751_691662424286197,"12/16小米聖誕季兩場「紅米Note 4G+小米手環+小米路由器mini＋行動電源」免預約直接買，還有機會用優惠券享雙重折扣！快來玩【全民禮物大對戰】，就有機會贏現金/免運券、米兔、耳機、LED燈等禮物！準備好12/16領禮物了嗎？

今天23:59前公開分享+ 留言你12/16準備買什麼，我們要送出三組特別版手環（7種彩色腕帶+客製雷射雕刻）！尚未上市的7種彩色腕帶，還能雷射雕刻你想要的內容，想要就快參加！",,1402,987,MI
2014-12-07 10:55:01,fb.com/360450250740751_691139457671827,🎄小米聖誕季明天12 點開始，準備迎接聖誕驚喜還有優惠啦！猜猜看 2 隻米兔看到什麼驚喜產品狂衝過去？快點標記/tag 你的朋友，明天12 點一起迎接小米聖誕季！😁,小米台灣 Mi Taiwan with Amily Chang and 8 others.,689,25,MI
2014-12-06 14:59:05,fb.com/360450250740751_690713344381105,新一代雙頻AC 小米路由器mini，支援最新802.11ac Wi-Fi 連線，加上智慧雙頻雙天線，讓你在家上網更快！還能外接硬碟變身家庭伺服器，隨時備份手機裡的照片及重要文件。超級簡單好用的手機App，隨時遠端了解家裏連線狀況。你.....家裏的無線寬頻分享器多久沒換了呢？ ;),,755,26,MI
2014-12-06 10:51:19,fb.com/360450250740751_690638594388580,"12/9 開賣的紅米Note 4G 支援台灣 4G LTE 1,800 MHz 頻段、並擁有最新802.11ac 的Wi-Fi 連線能力，支援2.4GHz 及5GHz 兩個頻段，搭配家中路由器使用，可享受高速Wi-Fi 上網！超值售價Nt$4799，預約截止到12/8 12:00。今天23:59 前轉發分享+按讚，就有機會得到「紅米Note 4G + 小米手環」 F碼一套，免預約、讓你優先購買！共送出10套喔！",,1104,478,MI
2014-12-05 11:50:01,fb.com/360450250740751_690187714433668,🎄 🎅  再三個星期就是聖誕節，你們想好要什麼禮物了嗎？小米為你準備了一些驚喜 😏，在下面留言標記你的好友 + 許願，一起迎接吧！別忘了接下來幾天留意 小米台灣 Mi Taiwan！,小米台灣 Mi Taiwan with 葉怡君 and 吳啟嘉.,850,53,MI
2014-12-03 11:51:58,fb.com/360450250740751_689214647864308,小米手環本週更新增加了「支援安卓5.0裝置解鎖」，只要你的手機能升級到安卓 5.0，不用刷MIUI 也可以使用免密碼解鎖功能了！有用戶已經收到小米手環了嗎？ 明天 23:59前，公開轉發+留言和我們分享「開箱文」照片和兩句簡單心得，我們要送你小米手環F 碼，分享給你的好友家人，共抽出兩位！,,565,92,MI
2014-12-02 18:26:50,fb.com/360450250740751_688851101233996,哎呀！不小心把咖啡潑到小米手環上？！別擔心，小米手環是根據國際IP67 防塵防水的標準製造。你知道小米手環防潑水，你還可以戴著手環淋浴嗎？別忘了分享轉發呦,,535,25,MI
2014-12-01 14:21:01,fb.com/360450250740751_688293144623125,明天12/2 中午12 點小米行動電源10400開放購買！別忘了轉發、標記你的朋友，告訴他們這個開賣消息喔！閱讀所有有關「行動電源開放購買」大小事：http://goo.gl/NLfDUa,,1877,365,MI
2014-12-01 08:02:00,fb.com/360450250740751_688003234652116,你預約了沒？NT$4799 紅米Note 4G增強版 + NT$395 小米手環完美搭配，明天中午12點開放購買！最後倒數4 小時預約參加開賣，快轉發分享給好友！ 😁,,584,28,MI
2014-11-29 15:29:13,fb.com/360450250740751_687314528054320,心血來潮跑到大安森林公園測試小米手環，跑了18分鐘，消耗了快19克的肥肉XD，希望實驗室快點加入「跑步」功能！😁 你希望之後小米手環加入什麼運動項目呢？,小米台灣 Mi Taiwan added 3 new photos.,418,4,MI
2014-11-28 18:15:00,fb.com/360450250740751_686860428099730,你常常因為手機放在包包或是調成無聲而錯過重要電話嗎？那你一定會愛上小米手環的「來電震動提醒」功能！自由設定秒數內未接聽來電，手環就會震動提醒！這麼優的功能，12/2小米官網首賣 http://goo.gl/2yQvTd，怎麼能不分享轉發呢？！,,605,42,MI
2014-11-27 19:22:52,fb.com/360450250740751_686338968151876,小米手環能記錄每天的運動數據、睡眠狀態以及卡路里消耗，還有智慧鬧鐘﹑來電震動提醒功能；搭配紅米Note 4G使用，還能免密碼、一秒藍牙解鎖！你知道小米手環也支援其他廠牌安卓手機嗎（需為Android4.4及以上版本，並具有藍牙4.0）？12/2 開賣，快到 http://goo.gl/2yQvTd 預約購買！,,681,29,MI
2014-11-26 12:43:33,fb.com/360450250740751_685767954875644,【小米手環登場】新玩具來了！小米手環可以記錄每天運動數據、睡眠狀態以及卡路里消耗，還有智慧鬧鐘﹑自動解鎖﹑來電提醒等貼心功能；超長續航力，充一次電可用30天，NT$395 就可擁有！11 月 27 日中午 12 點開始預約，12 月 2 日全台首賣！這麼棒的新玩具怎麼能不大力分享！你最想體驗哪個功能呢？,,2581,487,MI
2014-11-25 23:15:00,fb.com/360450250740751_685456331573473,小米工程師半夜 2 點開始會為官網進行升級，明天中午前網站會重新開啟為大家服務，晚安！ 💤 💤,,449,0,MI
2014-11-25 18:45:55,fb.com/360450250740751_685351084917331,明天中午有好事兒發生，看看四個以下提示，猜猜是什麼？,,790,21,MI
2014-11-25 12:27:59,fb.com/360450250740751_685235514928888,由於今天網站使用人數較多，伺服器較為擁堵，造成用戶購買不便，目前正在排除，網路現已陸續恢復正常，請您稍後再試。,,419,0,MI
2014-11-24 18:20:00,fb.com/360450250740751_684832814969158,MIUI 6 最新開發的功能 -「單手模式」！什麼情況下你會用到這個功能呢？,,530,18,MI
2014-11-23 11:27:54,fb.com/360450250740751_684162971702809,"5,000 台紅米Note 4G 增強版 11/25 中午 12 點全台首賣！1,300萬畫素相機 + 28mm大廣角 + F2.2大光圈，拍攝視野廣、照片畫質更加明亮清晰！預約購買只到明天！24號前參加腦力大挑戰還有機會贏走紅米Note 4G！預約購買+ 玩遊戲贏手機，最後兩天，千萬別錯過！",,468,20,MI
2014-11-21 17:28:49,fb.com/360450250740751_683234558462317,"【4G來了】5,000 台紅米Note 4G 增強版 11/25 中午12點全台首賣！售價 NT$4799，支援 4G 網路、還有最新 802.11ac Wi-Fi 標準，不論是看片還是上網，就是快！11/24預約截止，快分享給你的親朋好友！",,598,41,MI
2014-11-21 11:48:48,fb.com/360450250740751_683159535136486,【4G來了】11/24 之前，只要上官網挑戰你的腦力答題，就有機會把紅米Note 4G 增強版 + F碼帶回家！天天抽、天天公佈得獎名單，你今天又得了幾分呢？ 😁,,403,10,MI
2014-11-19 18:00:04,fb.com/360450250740751_682166095235830,謝謝所有今天來參加小米產品體驗會的媒體朋友和米粉們 :) 紅米Note 4G 增強版11月25日在 mi.com 首賣！從今天開始，小米官網每天都會抽出紅米Note 4G 增強版和 F 碼要送給你，現在就上官網參加腦力大挑戰吧！大家期待的小米手環、小米路由器mini 新品也會在 12 月陸續上市喔！,小米台灣 Mi Taiwan added 9 new photos.,779,20,MI
2014-11-19 12:30:21,fb.com/360450250740751_682084935243946,【4G來了】紅米Note 4G增強版來了！搭配高通 Snapdragon 400四核1.6Ghz CPU、2GB RAM、5.5吋大螢幕、1300萬畫素相機、3100mAh大容量電池，只售 NT$4799，11月25日全台首賣！現在參加腦力大挑戰遊戲就有機會免費贏手機+F碼！現在就分享 + 留言講「為什麼你想要紅米Note 4G增強版」就有機會贏F碼 1 個共 10 個！立即行動！,,2003,770,MI
2014-11-18 11:35:00,fb.com/360450250740751_681469548638818,"【要來了！！！】影片裡面其中一部手機下載速度特別快！你猜得到它叫什麼名字嗎？現在就公開轉發 + 在留言中寫下你的答案，最接近的答案就有機會得到「神秘F碼」1個，共10個！！

答案將會在明天中午12點揭曉，千萬別錯過 小米台灣 Mi Taiwan！",,1150,642,MI
2014-11-17 11:16:27,fb.com/360450250740751_680934352025671,"【要來了！！】3台手機中，有1台特別與眾不同！你猜不猜得到它叫什麼名字？現在就公開轉發 + 在留言中寫下你的答案，最接近的答案就有機會得到「神秘F碼」1個，共10個！！ 😍

答案將會在11月19日中午12點揭曉，持續留意小米台灣 Mi Taiwan！",,1674,1049,MI
2014-11-16 10:45:00,fb.com/360450250740751_680273185425121,"【要來了！】影片裡的三台手機中，其中一部上網特別快！你猜不猜得到它叫什麼名字？現在就公開轉發 + 在留言中寫下你的答案，最接近的答案就有機會得到「神秘F碼」1個，共10個！！

答案將會在11月19日中午12點揭曉，敬請期待、留意 小米台灣 Mi Taiwan！",,1505,905,MI
2014-11-15 10:47:09,fb.com/360450250740751_679788822140224,還記得前天的 MIUI 6 新功能快問快答嗎？本週開發版新增功能就是.....「開關排序」！讓你能自訂排序你最常用的快捷按鈕。更新後前往「設定」>「通知和狀態欄」>「開關順序」裡就找得到。設定完別忘了回來和我們分享喔  😃,,394,4,MI
2014-11-14 10:55:31,fb.com/360450250740751_679338442185262,【小米服務升級】從現在開始，在小米官網購物，除了 7-ELEVEN、全家超商繳款、和 PayPal 付款外，你也可以使用網路 ATM 和信用卡付款功能，選擇更多！,,553,4,MI
2014-11-13 17:44:46,fb.com/360450250740751_678965698889203,小米行動電源10400 將會在明天 11 月 14 日中午 12 點開賣！記得提前閱讀「行動電源開放購買」說明：http://goo.gl/NLfDUa，更別忘了轉發、標記你的朋友，告訴他們明天 12 點到小米官網購買喔！,,1479,327,MI
2014-11-13 11:15:08,fb.com/360450250740751_678848925567547,【快問快答】猜猜看 MIUI 6開發版即將推出的新功能，有人看得出來下面兩張圖有什麼不一樣嗎？,,376,1,MI
2014-11-12 21:24:03,fb.com/360450250740751_678508168934956,小米在剛結束的雙十一活動創下了新紀錄，感謝所有米粉的支持。接下來我們會有更多驚喜帶給台灣的米粉 ☺,小米台灣 Mi Taiwan shared Bin Lin's post.,328,2,MI
2014-11-12 09:46:01,fb.com/360450250740751_678307442288362,感謝大家報名參加小米路由器mini 公測，快來看看你有沒有入選吧：http://goo.gl/KsEd4e。被選中的幸運米粉，應該已經收到公測活動入選通知email，別忘了拿到小米路由器mini 後，分享你的意見回饋喔！ 😊,,287,3,MI
2014-11-11 18:02:37,fb.com/360450250740751_677964985655941,最後 4 小時，「雙11，在一起」限量優惠組合（內含小米行動電源10400 版本 + 新版小米活塞耳機）原價 NT$840，現在兩個只要 NT$666，限量發售！還有多項指定配件超低折扣優惠，只到今晚 10 點！要買要快！,,356,13,MI
2014-11-11 10:27:57,fb.com/360450250740751_677847549001018,【雙11，在一起】今天 11/11 從早上 10 點到晚上 10 點，多項指定配件超低折扣優惠！中午 12 點還有「雙11，在一起」限量優惠組合，內含小米行動電源10400 版本 + 新版小米活塞耳機，原價 NT$840，現在兩個只要 NT$666，限量發售！還不快上小米官網！,,550,25,MI
2014-11-10 11:18:18,fb.com/360450250740751_677252695727170,【雙11，在一起】明天 11/11「小米行動電源10400 版本 + 新版小米活塞耳機」原價 NT$840，現在兩個只要 NT$666，中午 12 點 mi.com 限量發售！當天另有多項指定配件超低折扣優惠，從早上 10 點開始到晚上 10 點，一併讓你帶回家！現在就公開轉發 + 按讚到 11/11 12pm，還有機會直接獲得【雙11，在一起】限量組合，共送出三組喔！ 😍,小米台灣 Mi Taiwan with 郭偉成 and 9 others.,3004,1884,MI
2014-11-09 10:56:01,fb.com/360450250740751_676464775805962,新一代雙頻 AC「小米路由器mini」公測報名要到尾聲囉，想免費體驗史上最好用的路由器APP、隨時掌握家中連線狀況、無線備份手機中重要的照片影片嗎？小米路由器mini 絕對能幫你打造小型居家智慧中心，現在就報名！,,424,11,MI
2014-11-08 10:18:00,fb.com/360450250740751_676253389160434,【小米手環】能夠在預設鬧鐘時間響前 30 分鐘內，利用微震動將你從深層睡眠慢慢調整到淺層睡眠，再逐漸增加震幅將你真正喚醒，給你更接近自然醒的體驗，起床不再痛苦！你們覺得這個「無痛起床」功能貼心嗎？ 😊,小米台灣 Mi Taiwan with 陳高德.,650,4,MI
2014-11-07 10:48:52,fb.com/360450250740751_675571519228621,恭喜紅米手機榮獲日本 Good Design Award 2014 大獎！這是一項「通過設計以豐富產業生產以及生活文化」的運動。紅米手機不僅僅是硬體設計受到肯定，還有內建的 MIUI 極簡模式，獲得了委員會的好評。現在優惠期間，小米官網購買紅米手機1S，隨手機就附送小米活塞耳機簡裝版 + 至簡翻蓋支架保護套，送完為止！,,538,19,MI
2014-11-06 14:58:09,fb.com/360450250740751_675137509272022,"新一代雙頻 AC「小米路由器mini」台灣公測報名已經開始！想打造一個全新小型居家智慧中心嗎？馬上報名吧！

🎉 恭喜黃律維（fb.com/huang.l.wei）、陳怡君（fb.com/100000608667479）分享留言，你們馬上就能搶先體驗「小米路由器mini的802.11ac速度及超強穿牆能力」；還有'Sunny Lin（fb.com/sunny.lin.5815）、黃治平（fb.com/xiao.huang.581）、
潘建志（fb.com/line.333）猜中了小米路由器mini的到來，都各得到了小米路由器mini一台！別忘了3天內私信領獎喔！ 😊",,422,18,MI
2014-11-06 10:41:11,fb.com/360450250740751_675075029278270,等等 11 點，每日特價好康優惠：小米活塞耳機簡裝版青檸綠色，特價 NT$169，千萬別錯過！,,337,1,MI
2014-11-05 11:29:46,fb.com/360450250740751_674476116004828,🎉 答案揭曉！新一代雙頻 AC「小米路由器mini」台灣公測報名正式開始！想免費體驗小米路由器mini 的高速傳輸快感 + 超強穿牆能力 + 小型居家智慧中心，就馬上報名吧 http://goo.gl/MduVh8，名額共有 70 個！等不及報名結果公佈？今天 23:59 前按讚公開分享這篇貼文 + 留言告訴我們你想參加的原因，就有機會搶先得到小米路由器mini，共 2 台！快點瘋狂轉發吧！！,,2064,1004,MI
2014-11-04 12:23:58,fb.com/360450250740751_673689202750186,猜猜看我們明天要宣佈什麼事？我們準備了三份神秘禮物，明天11am前猜中就有機會得到！,小米台灣 Mi Taiwan with 楊琮琳.,1759,118,MI
2014-11-03 15:55:58,fb.com/360450250740751_673128936139546,小米行動電源 5200 版本將會在明天 11 月 4 日中午 12 點開賣！上次沒買到的用戶，別忘了明天到官網 mi.com 購買！ 了解更多「行動電源開放購買」說明：http://goo.gl/NLfDUa,,595,39,MI
2014-11-03 10:50:11,fb.com/360450250740751_673015006150939,現在買紅米1S 白色版，就送你超值組合：小米活塞耳機簡裝版 + 至簡翻蓋支架保護套，送完為止！紅米1S 搭配視網膜螢幕，解析度高達1280 x 720，不論是玩遊戲或看影片，都能讓你享受最鮮艷的色彩。4.7吋的大小，適合一手掌握、方便攜帶。現在就上 mi.com 選購！,,309,3,MI
2014-11-02 10:58:11,fb.com/360450250740751_672113089574464,今天示範如何用兩根手指編輯桌面、三根手指進入縮圖模式，方便管理桌面分頁！,,305,16,MI
2014-11-01 10:31:47,fb.com/360450250740751_671909389594834,根據世界衛生組織建議，每天快走8000步，是維持健康的好方法；今天星期六，怎麼能錯過運動的好機會！去河濱公園騎腳踏車好呢，還是去隔壁國小打個球？有沒有人和我一樣打算去運動一下流流汗啊？,,382,1,MI
2014-10-31 15:50:46,fb.com/360450250740751_671426206309819,今晚就是萬聖節啦～你下載限時免費 MIUI 主題了嗎？星期五和大家玩個小遊戲，數數看影片中總共出現過多少個頭，今天結束前答對就有機會贏得萬聖節禮物一份～Happy Halloween!,,300,8,MI
2014-10-31 11:25:46,fb.com/360450250740751_671357666316673,根據市場研究公司 IDC 的研究報告，小米 (Mi) 成為全球第 3 大智慧型手機廠商，真誠謝謝米粉們的支持，大家一起締造了小米奇蹟！也請繼續支持我們和 MIUI Taiwan 米柚（台灣） ☺ 留言告訴我們你用的第一個小米產品是什麼，我們準備了一份神秘禮物，要送給幸運的米粉！,小米台灣 Mi Taiwan with Kawa Chen.,1484,70,MI
2014-10-30 16:21:48,fb.com/360450250740751_670991969686576,下午茶時間告訴你如何 3 秒快速設定Wi-Fi、音量、震動...等功能。下拉通知欄，長按進入設定的選項，搞定！,,318,6,MI
2014-10-30 10:16:20,fb.com/360450250740751_670908619694911,每日好康，天天都有的驚喜！今天11點：王牌飛行員米兔特價NT173 <3 http://buy.mi.com/tw/seckill,,267,0,MI
2014-10-29 11:14:04,fb.com/360450250740751_670392493079857,嘿嘿～這個禮拜就是萬聖節了～小米 MIUI 主題商店一系列萬聖節主題限時免費！想提早感受氣氛就快去下載吧！,,283,8,MI
2014-10-28 18:15:05,fb.com/360450250740751_670015713117535,大家久等了，小米行動電源 5200 版本將會在明天 10/29 中午 12 點開賣！別忘了轉發、標記你的朋友，告訴他們明天 12 點到 mi.com 購買喔！,小米台灣 Mi Taiwan with 劉冠妗 and 林小慧.,960,129,MI
2014-10-28 11:05:13,fb.com/360450250740751_669889773130129,你知道現在在小米官網購物，可以享有「新增地址管理」及「電子發票功能」兩種服務嗎？現在就到個人中心，儲存你常用的個人地址，購物更方便！成立訂單前，也別忘了填入你的電子發票寄送email喔 ☺,,247,1,MI
2014-10-27 15:29:24,fb.com/360450250740751_669439243175182,小米行動電源10400 將會在明天 10 月 28 日中午 12 點開賣！記得提前閱讀「行動電源開放購買」說明：http://goo.gl/NLfDUa，更別忘了轉發、標記你的朋友，告訴他們明天 12 點到 mi.com 購買喔！,,1927,353,MI
2014-10-27 08:38:54,fb.com/360450250740751_669321053187001,今天早上11點，每日特價好康優惠：新版小米活塞耳機玫瑰金色，千萬別錯過！,,384,11,MI
2014-10-26 10:59:23,fb.com/360450250740751_668830886569351,早安啊，我每天早上起床第一件事，就是打開小米手環，更新昨晚睡了多久～不過據專家說每天不一定要睡8小時，深層睡眠的品質比睡眠的時間長度還重要。你昨天睡得好嗎？還是party一整晚呢？ 😉,,311,0,MI
2014-10-25 11:16:50,fb.com/360450250740751_668294743289632,🎃🎃🎃 嘿嘿～萬聖節就要來了～小米 MIUI 主題商店一系列萬聖節主題限時免費！想提早感受氣氛就快去下載吧！下載安裝後別忘了回來和我們分享啊！,,415,9,MI
2014-10-24 17:42:28,fb.com/360450250740751_667902823328824,"小米手環公測名單出爐啦！感謝大家熱情參與，小米手環已經寄出囉，公測用戶別忘了查看你的email  :) 。接下來我們會陸續分享公測用戶精彩的體驗，也請繼續期待我們之後更多的活動。

你的朋友在名單裡嗎？快標記他吧！
1. 許X俊  (Kobito)
2. 陳X立  (多酚綠茶)
3. 林X豪  (HowardLintw)
4. 那X      (小那哥)
5. 李X      (vickbanana)
6. 胡X吉  (藍和尚鸚鵡)
7. 陳X楠  (楠43)
8. 鄭X豪  (jjh9103028)
9. 張X智  (朝智)
10. 羅X睿 (謎漾..)
11. 劉X洪 (神人人多)
12. 曾X佑 (超級柚子)
13. 何X修 (凱366)
14. 趙X峰 (多爾滾)
15. 蔡X仁 (霹靂蝦)
16. 林X宇 (Dayzer)
17. 林X丞 (Lin0860730)
18. 陳X志 (人帥真好)
19. 吳X雄 (無尾熊)
20. 林X輝 (亞谷大林)
21. 游X良 (電電)
22. 李X志 (超級米兔)
23. 陳X (open將)
24. 陳X成 (邪惡北極熊)
25. 蔡X佳 (隨心而走)
26. 汪X雯 (科學小飛俠)
27. 戴X宇 (亂世狂魚)
28. 沈X騰 (xiaomihtc12560)
29. 曾X生 (qaz6605)
30. 吳X霖 (nicwizardwu)
31. 陳X (恩人在此)
32. 蔡X勳 (yunshun)
33. 郭X廷 (DannyKuo)
34. 劉X賢 (hsien)
35. 汪X儒 (jojuwang)
36. 許X誠 (Hsupi)
37. 張X米 (麥兜小米)
38. 林X聿 (派大★)
39. 陳X祥 (陽光帥俠)
40. 施X程 (bbbasic)
41. 廖X翔 (leo20035)
42. 柯X君 (kkplay3c)
43. 王X超 (Juck)
44. 王X瑋 (Piggy~)
45. 賴X佑 (Jiun-yoa)
46. 鄭X健 (鄭阿健)
47. 蕭X昇 (餃子)
48. 盧X修 (TSLu)
49. 林X平 (bottlel)
50. 王X霖 (喬霖)",,243,3,MI
2014-10-24 11:58:05,fb.com/360450250740751_667785563340550,現在買紅米1S 白色版，就送你小米活塞耳機簡裝版（白色）和至簡翻蓋支架保護套（黑、藍任選），送完為止！紅米1S 的視網膜螢幕，解析度高達1280 x 720，不論是玩遊戲或看影片，都能讓你享受最鮮艷的色彩及高解析畫質。4.7吋的大小，適合一手掌握、方便攜帶。現在就上 mi.com ！,,290,3,MI
2014-10-23 20:50:22,fb.com/360450250740751_667442570041516,"非常謝謝大家踴躍參加，我們收到了很很很多的用戶報名參加！最後提醒，報名時間到明天10/24中午12點截止喔 ☺

等不及公測結果嗎？MIUI Taiwan 米柚（台灣）決定加碼再送出3個手環，讓你直接帶回家！！明天報名截止前，按讚MIUI Taiwan粉絲團，公開分享他們的活動，就有機會抽中！

昨天10/21參加抽獎的3位幸運用戶，@Chia Cheng Hsu、@吳清仁、＠李國龍 ✋✋，別忘了來領獎啊！！！",,459,179,MI
2014-10-23 10:31:03,fb.com/360450250740751_667231183395988,我們有個小米雲服務更新帶給大家 :),小米台灣 Mi Taiwan shared Bin Lin's post.,182,0,MI
2014-10-23 08:29:02,fb.com/360450250740751_667194490066324,每日好康，天天都有的驚喜！今天11點，小米活塞耳機簡裝版活力橙色，限時特價！,,208,0,MI
2014-10-22 11:52:35,fb.com/360450250740751_666749296777510,"小米手環公測正式開跑！瘋運動的你，現在報名搶先體驗，還有機會免費把小米手環帶回家！

不想等報名？今天18:00 前按讚 MIUI Taiwan 米柚（台灣）粉絲團，參加他們的分享活動，將有三位幸運用戶可以直接拿到尚未上市的「小米手環」！計算卡路里？監測睡眠品質？紀錄慢跑數據？小米手環都可以做到！ 😉",,644,173,MI
2014-10-21 17:43:16,fb.com/360450250740751_666351070150666,"全民瘋運動，小米手環公測報名正式開跑！我們準備了50個小米手環讓你搶先體驗，還有機會免費把小米手環帶回家！現在就報名填寫資料！

偷偷告訴你，10/22 18:00 前按讚 MIUI Taiwan 米柚（台灣）  粉絲團，參加他們的分享活動，MIUI Taiwan 將會挑出三位幸運兒直接贈送「小米手環」，這麼好康的活動，快跑起來報名分享吧！",,1368,391,MI
2014-10-21 08:33:37,fb.com/360450250740751_666190176833422,每日好康，天天都有的驚喜！今天11點，快來把羊駝米兔手機掛飾帶回家！,,130,0,MI
2014-10-20 11:59:29,fb.com/360450250740751_665750933544013,很多米粉都想學的是「如何截圖」，其實一點都不難，只要同時按「功能鍵」+「音量減弱鍵」，7 秒教學一次搞定！,,346,23,MI
2014-10-20 08:10:00,fb.com/360450250740751_665442376908202,每日好康，天天都有的驚喜！今天11點，快來把好康優惠帶回家吧！,,171,0,MI
2014-10-19 10:45:00,fb.com/360450250740751_665151263603980,上次的搖一搖立即整理桌面太短沒學會？應觀眾要求特別釋出假日增長版！搖一搖APP馬上整齊排隊，三秒搞定！來試一下吧 (y),,410,15,MI
2014-10-18 11:15:00,fb.com/360450250740751_664689090316864,「這首歌是_______！」有人聽出來了嗎 ? 其實想用手機彈鋼琴，只要進入「電話」→「功能鍵」→「設定」→「撥號音」→「音效」→「鋼琴音」，就這麼簡單！  :P,,343,17,MI
2014-10-17 11:46:53,fb.com/360450250740751_664168433702263,【小米服務升級】新增電子發票服務。現在你可以到「我的訂單」>「管理我的小米帳號」提前註冊綁定你常用的email信箱，所有購物發票明細將會直接寄送至你指定的信箱，方便又簡單！,,260,3,MI
