貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2016-09-22 04:02:00+00:00,360450250740751_1057732361012533,"【全新紅米Note 4 】
4100mAh 超大電量，挑戰電池工藝極限，手機依然輕薄，電量持續不斷電，讓你狠狠玩一天！
搶先了解：http://bit.ly/2cIdTTY

分享此文就有機會獲得一台紅米Note 4，今晚 23:59 截止

#9月26日更多詳情揭曉",,5948,10057
2016-09-21 04:17:07+00:00,360450250740751_1057545594364543,"【 全新紅米Note 4 】
精湛工藝打造出旗艦級全金屬一體化機身，使用30多道工序一體成型，不僅外型搶眼，精緻質感讓人愛不釋手！
搶先了解：http://bit.ly/2cIdTTY

分享此文就有機會獲得一台紅米Note 4，今晚23:59截止 

#9月26日更多詳情揭曉",,6546,10544
2016-09-20 09:45:29+00:00,360450250740751_1056875797764856,"這是一台什麼手機？
全金屬一體化機身， 4100mAh大電量，3GB+64GB大容量，MTK Helio X20 十核處理器...
9/26更多詳情揭曉

請留言全景圖中的完整文字，並公開分享此文，明天晚上23:59截止，就有機會搶先獲得一台新機！",,4607,4934
2016-09-20 04:52:09+00:00,360450250740751_1056760594443043,"10分鐘能做什麼? #小米空氣淨化器2 能夠讓室內空氣煥然一新，像是回到天然純淨的草原上，享受清新空氣，帶給你舒適健康的生活！

立即淨化空氣👉🏻http://bit.ly/2cztvDL",,422,7
2016-09-19 04:45:03+00:00,360450250740751_1055914437860992,"【小米大調查】
小米活塞耳機基礎版有五種顏色，按下心情告訴我們你最喜歡什麼顏色，會抽出五位幸運米粉，送給你們最喜歡顏色的小米活塞耳機基礎版，9月20日23:59截止！
#銀色迷人
#粉色浪漫
#紫色特別
#藍色憂鬱
#黑色神秘",,1512,322
2016-09-18 04:07:00+00:00,360450250740751_1054527627999673,"連假最後一天的趴踢，怎麼能少了小米 #方盒子藍牙喇叭！

台灣小米高雄同城會上周末也舉辦了烤肉趴，帶著藍牙喇叭一起動次動次。雖然今天天氣不好，還是可以在室內趴踢一下，你想用藍牙音響聽什麼呢?  以下開放點歌：http://bit.ly/2clxoBx",,509,4
2016-09-17 04:21:00+00:00,360450250740751_1053546988097737,"貪戀中秋月圓的皎潔月色，現在你在家裡就能享受溫暖的黃色月光
#米家LED智慧檯燈 #亮度色溫無段調整，要月色要陽光，一次滿足 http://bit.ly/2clVP1E  

恭喜 紀佳榮(jayson.gee) 成為 9/12 分享抽獎活動的幸運兒，請儘速私信我們以作領獎安排！",,384,6
2016-09-16 13:30:00+00:00,360450250740751_1053726998079736,"【小米之家 明日(9/17)暫停營業公告】
因受颱風馬勒卡影響，台北明日停班停課，台北小米之家將暫停營業一天，造成不便敬請見諒。

#記得做好防颱準備 #米兔關心您",,489,5
2016-09-16 04:16:01+00:00,360450250740751_1052812981504471,"中秋連假真是太開心惹~~~

擔心吃了太多烤肉和月餅熱量過高嗎? 
沒關係， #小米體重計 能精準測量體重，用手機app輕鬆控管體重曲線，隨時提醒自己要動一動，連假期間依然保持美好身材 ►bit.ly/2bbcZMK",,337,4
2016-09-15 04:00:00+00:00,360450250740751_1051963144922788,"【小米祝大家中秋節快樂】
下星期二9月20日中午將在 Mi.com 開賣一萬枚小米手環2 ！

趕快留言@你的朋友告訴他這個好消息，並公開分享此文，小米送你中秋賀禮🌕將隨機抽出一位幸運米粉，送你一枚小米手環2，另外再抽10個 F碼，9月17日23:59截止！

#沒有月亮也沒關係 #中秋節快樂",小米台灣 Mi Taiwan with Rui Yi Chen and 2 others.,5831,5009
2016-09-14 05:15:00+00:00,360450250740751_1051851038267332,"【最 後 一 天 捕捉開學禮 】
大家防颱準備做好了嗎？
不管今天有沒有停班停課，都可以把握最後一天的機會，來拿小米送的開學禮

❶小米手機5
買就送小米膠囊耳機 ＋ 小米手機5 超薄鋼化玻璃保護貼
❷小米MAX
買就送小米隨身風扇 ＋ 小米Max 普通高透保護貼
❸小米隨身風扇
特價$79
❹小米LED隨身燈 增強版
特價$99

這麼好康，要買要快啊~~
好康傳送門👉http://bit.ly/2cHBbpr 
#只到今晚8點",,265,6
2016-09-13 11:07:39+00:00,360450250740751_1051133781672391,"【小米手環2 中午開賣問題說明】
由於今天中午12點流量瞬間較大，造成網站系統問題，導致延後開賣，對各位米粉的不便請見諒。非常抱歉，我們將極力提供更多貨量給台灣的每一位米粉，並持續強化網站系統。",,989,20
2016-09-13 05:14:24+00:00,360450250740751_1050961571689612,"【換個角度看世界－#小蟻運動相機】
72g的輕巧機身，讓你可以固定在任何地方，安全帽、腳踏車，甚至是你家貓咪身上! 

#1600萬像素 #運動級高速攝影，再多震動依然取得令人驚豔的畫面，讓你從貓咪角度探索世界🌏

現正降價只要1995元！ 火速入手 ► http://bit.ly/2cn8m0W",,375,13
2016-09-12 13:09:00+00:00,360450250740751_1050301078422328,小米手環2 明天中午 12 點在 mi.com 開賣！OLED 螢幕加上全新腕帶設計，讓你隨手看見每一步。記得調好鬧鐘準時購買！► bit.ly/2c6Odwg,,2375,194
2016-09-12 04:43:39+00:00,360450250740751_1050103281775441,"【護眼小法寶－米家LED智慧檯燈】有人喜歡黃光，有人喜歡白光，現在留言＋分享你喜歡哪一種顏色的光，我們會送出一盞檯燈好好保護你的眼睛，週五晚上 23:59 截止！保護靈魂之窗 ► bit.ly/29kG5Wp 

米家LED智慧檯燈可透過 APP 或實體按鈕調整亮度及色溫，無可視頻閃，眼睛在工作和休息都舒舒服服～即日起在 mi.com 與台灣小米之家購買米家LED智慧檯燈，有機會得到我們隨機贈送美美的檯橙貼紙，共兩百多份喔！",,1475,597
2016-09-11 04:07:00+00:00,360450250740751_1048109961974773,鼻子、皮膚容易因空氣中的污染物造成過敏，為了家人與寶寶健康、鼻子不過敏，小米空氣淨化器 2，10 分鐘讓家中空氣煥然一新。家，需要它的保護 ► bit.ly/29oV2ss,,2616,30
2016-09-10 04:55:00+00:00,360450250740751_1047913548661081,"【喇叭還是耳機比較重要？】開學後的你快點分享＋留言告訴我們，我們會分別送出剛已到貨的小米方盒子藍牙喇叭跟小米圈鐵耳機各一份，週日晚上 23:59 截止！
小米方盒子藍牙喇叭 ► bit.ly/1t2IBd4 
各款出色的小米耳機 ► bit.ly/2c5BcXq",,1244,773
2016-09-09 04:15:22+00:00,360450250740751_1047292432056526,【紅米Note 3特製版送保護殼】手機需要最全面的保護！現在買紅米Note 3特製版就送保護殼，還可以加 99 元加購翻蓋保護套，出去玩就不怕摔壞手機了！紅米Note 3特製版支援台灣已開通 4G 全頻段，售價 NT$5999。寶貝你的手機 ► bit.ly/28SMm06,,353,4
2016-09-08 13:07:04+00:00,360450250740751_1046717545447348,小蟻運動相機降價 NT$ 600，只需一按即可取得令人驚歎的畫質與生動豔麗的影像片段，讓每個人都可以拍到自己帥帥的一面！透過內建 WiFi 傳輸到手機上，編輯、分享一鍵完成！運動自拍更帥 ► bit.ly/1WyS2Ny,,377,5
2016-09-08 03:02:20+00:00,360450250740751_1046352102150559,小米手環2 中午 12 點開賣！小米手環2 中午 12 點開賣！小米手環2 中午 12 點開賣！重要的事情要講三遍！你們準備好了嗎！？► bit.ly/2c6Odwg,,1462,58
2016-09-07 13:22:37+00:00,360450250740751_1045898532195916,📢 小米手環2 週四也會在小米之家同步開賣喔！開賣後可以到現場體驗小米手環2 的最新功能！,小米台灣 Mi Taiwan shared 台北小米之家's photo.,693,0
2016-09-07 05:45:46+00:00,360450250740751_1045658065553296,"小米隨身風扇、小米膠囊耳機，你還在用買的嗎？我們都用送的！現在買手機，怕天氣熱送你風扇，知道你喜歡自己靜靜的聽音樂所以送你耳機！現在買手機就送你小禮物 ► bit.ly/2cD63dR

🎉🎉🎉恭喜 陳融(nick062314) 成為 9/5 分享抽獎活動的幸運兒，請儘速私信我們以作領獎安排！",,402,2
2016-09-06 04:01:02+00:00,360450250740751_1040720312713738,"【15,000 枚小米手環2 開賣・F 碼大放送】全新小米手環2，將於 9 月 8 號中午 12 點在 Mi.com 正式開賣！立刻上 ► bit.ly/2c6Odwg 看看你最喜歡小米手環2 的哪一點，分享＋留言告訴我們，我們會送出 10 個 F 碼，明晚 23:59 截止！全新手環加入了 OLED 顯示螢幕，你也想要吧？",,5005,4573
2016-09-05 04:29:59+00:00,360450250740751_1043891985729904,"回家除了享受清淨悠閒，更需要好空氣相伴！你最想改善家中空氣的哪一部份呢？分享＋留言告訴我們，我們將會【送出小米空氣淨化器2 一台】，活動明天中午 12 點結束！小米空氣淨化器2 能快速除去空氣中的 PM2.5、灰塵、花粉、毛髮等，還能迅速緩解室內異味，在家吃麻辣鍋也沒問題！小米空氣淨化器2 還能做甚麼？ ► bit.ly/29oV2ss

恭喜這五位米粉將送自己和朋友們實用的開學禮，分別是：YC Hsieh(yc.hsieh.7)、卓佑佑(100000285071765)、梁綺芳(100000221843363)、Norman Chen(Normanchen58)、許宇恩(Akira5200826)。請儘速私信我們以作領獎安排！",,768,431
2016-09-04 04:59:00+00:00,360450250740751_1041564289296007,【紅米Note 3特製版送保護殼】即日起至 mi.com 購買紅米Note 3特製版即送睿智暗彩保護殼，加 99 元可再加購智慧翻蓋保護套，給手機最全面的保護！紅米Note 3特製版支援台灣已開通 4G 全頻段，售價 NT$5999 ► bit.ly/2bQgveV 還有更多優惠活動喔！,,504,9
2016-09-03 09:25:21+00:00,360450250740751_1042336995885403,Henman Lee 李佳峰 介紹了 9/8 中午開賣的小米手環2 ，將首度使用彩盒包裝！純白的底搭配神秘黑的科技手環，真是絕配啊 <3 跟之前的牛皮紙盒包裝，大家喜歡哪一款呢？,小米台灣 Mi Taiwan shared Henman Lee 李佳峰's post.,1029,0
2016-09-03 04:13:00+00:00,360450250740751_1041566182629151,"【開學必備 - 米家LED智慧檯燈】現在曬燈、曬訂單照片在留言，我們將會送出 30 張檯燈貼紙，讓你的檯燈多添藝術感！9/5 12:00 截止
這學期要努力用功拿到好成績，但可別還沒拿到第一名，臉上先掛上眼鏡。米家LED智慧檯燈無可視頻閃，還能針對環境透過 APP 或直接用按鈕調整亮度及色溫，讓你眼晴舒服拚第一！售價 NT$995 悅讀時光 ► bit.ly/2bBfdS3",小米台灣 Mi Taiwan added 4 new photos.,375,3
2016-09-02 04:00:00+00:00,360450250740751_1040757839376652,"【開學送 TA 小配件】兩種行動電源好搭檔，你更需要哪一個？在留言 Tag 你的朋友＋說明你想送 TA 哪款和原因，我們將會送出禮品各 5 份給你和你的朋友！星期天 23:59 截止！隨身燈有甚麼顏色 ► bit.ly/2cf9K5e 隨身風扇打 8 折 ► bit.ly/28TeyQt
恭喜以下兩位成為昨天分享抽獎活動的幸運兒，分別是 白：林秋諭（100003618294270）、綠：謝以恭（xie.gong），請儘速私信我們以作領獎安排！",,600,163
2016-09-01 04:25:00+00:00,360450250740751_1040519359400500,"【小蟻運動相機直降 600 元】剛開學，系學會、社團各種迎新活動，都希望吸引最多的學弟妹，這段青春要好好保存下來！分享 + 留言你們喜歡：A. 純潔的白色 還是 B. 充滿活力的綠色，我們將會兩色各送一台，今晚 24:00 截止！小蟻運動相機售價 NT$1995，青春回憶 ► bit.ly/2ce0QYA

🎉🎉🎉  恭喜 Ching Nan Juang (bressbandnash) 成為昨天分享抽獎活動的幸運兒，請儘速私信我們以作領獎安排！",,1575,1141
2016-09-01 03:05:21+00:00,360450250740751_1039675099484926,小蟻運動相機 降價 NT$600，七天內購機用戶補償規則,小米台灣 Mi Taiwan published a note.,155,3
2016-08-31 04:43:41+00:00,360450250740751_1039616619490774,"開學了，別再抓寶可夢，趕快來捕捉開學禮，四大重點馬上做筆記！★ 分享＋留言你最想要的開學禮，我們【送出一隻全新小米手環2】！明天中午截止。立即捕捉優惠 ► bit.ly/2bZ9vxv

① 小米手環2 - 9 月 8 日中午開賣！新增 OLED 螢幕，運動潮男必備！
② 小蟻運動相機直降 NT$600 - 記錄迎新活動最美時刻！ 
③ 紅米Note 3特製版送保護殼 - 新學期、新手機，最貼心！ 
④ 小米空氣淨化器2 - 給書房最潔淨的好空氣！",小米台灣 Mi Taiwan added 4 new photos.,3475,2567
2016-08-30 04:21:00+00:00,360450250740751_1038776659574770,長時間在外地生活，多久沒有好好關心爸媽？除了久久的一兩通電話，也怕老人家獨自沒人照顧，發生意外時該怎麼辦？小蟻智慧攝影機，720P 高畫質解析度、能看能聽能說、支援手機遠距觀看。售價 NT$999 立即購買 ► bit.ly/2bLhcEi,,530,18
2016-08-29 04:41:00+00:00,360450250740751_1037896439662792,辛苦在外奔波，吸入汽車廢氣、餐廳大量油煙，還有令人難受的二手菸⋯⋯一天下來，肺跟心都疲憊了。小米空氣淨化器2 使用全新空氣增壓系統，空氣快速從上方吹至天花板，四散流動至牆壁、地面再從底部進入淨化器，完成大循環。讓家成為身心的避風港！售價 NT$3995 ► bit.ly/2bsLlgG,,480,3
2016-08-28 04:28:00+00:00,360450250740751_1037020556417047,放假就是在家玩手機，不然要幹嘛～你最順手的手勢是哪一個呢？一手掌握，還是雙手操控？我猜最近點“哇”的應該超級多XDD,,758,9
2016-08-27 04:49:01+00:00,360450250740751_1036287163157053,"【MIUI8 新功能 - 手機分身】週末放假，讓自己遠離工作的煩煩擾擾，悠閒一下吧！一支手機，透過不同的解鎖圖形進入完全不同的系統，不管是 APP 或者照片檔案都能完全分開。切換系統，即時切換心情。MIUI8 眾多功能，你最喜歡哪一樣？

MIUI8 已開始分階段推送升級，還未收到更新通知的朋友，請再耐心稍待一下喔！",,463,17
2016-08-26 11:37:16+00:00,360450250740751_1035671633218606,【MIUI8 新功能 - APP雙開】相信很多人都會很喜歡這個功能！在設定＞APP雙開＞選擇你要雙開的 APP．有時候身邊的好哥們想要借登一下 FB 就可以直接開分身，不用再登出自己的賬戶！或者遊戲衝等，帳號雙開都非常好用喔！還有什麼情況會用到這個功能呢？,,645,38
2016-08-26 04:22:46+00:00,360450250740751_1035421963243573,【臥室裡最美的藝術品】一點巧思，讓生活中處處充滿美好。Yeelight床頭燈團隊的一個小創意，讓每天伴你美美入睡的床頭燈變得更有藝術氣息。跟我們分享你的 idea，一起發揮想像吧！► bit.ly/2bL8FTG,,357,2
2016-08-25 11:19:14+00:00,360450250740751_1034820619970374,【MIUI8 新功能 - 計算機】運算途中可隨意修改計算步驟，長按運算結果即可切換成國字大寫，不管出差回來報帳，或者到郵局匯款．再也不用猜”貳“怎麼寫了！還有更多強大的功能，明天告訴你！,,608,11
2016-08-25 03:49:00+00:00,360450250740751_1034562506662852,【支援 USB Type-C 充放電】小米行動電源10000高配版盒內附贈 USB Type-C 轉接頭，除了可以替平常的 Micro-USB 手機充電，還支援其他 Type-C 的設備充電。自動檢測設備以快又安全的方式充電，大幅縮短充滿時間！售價 NT$795 立即擁有 ► bit.ly/2bujx6z,,631,11
2016-08-24 11:50:42+00:00,360450250740751_1034027090049727,【MIUI8 新功能 - 懸浮球】高頻率操作更有效率，手機一手掌握！位置可自由擺放，也能自訂常用功能，比如一按即開喜歡的 App！8月23日起將分階段為你推送升級。,,548,11
2016-08-24 04:49:50+00:00,360450250740751_1017932908325812,"在大家心中怎樣才能算是一部好手機呢？大螢幕，看連續劇超方便！大電量，出外走跳不停歇！價格也要厚道！紅米Note 3 特製版滿足你！5.5吋螢幕、4050mAh大電量，支援台灣已開通 4G 全頻段。售價NT$5,999，開學前幫自己升級好手機 ► bit.ly/28SMm06",,597,16
2016-08-23 10:35:04+00:00,360450250740751_1033238580128578,【MIUI8 新功能 - 長截圖】手動 / 自動長截圖，輕鬆剪裁截圖長度，也可以標記或者馬賽克塗抹。不管是保存喜愛的網站，或者紀錄與好友的對話內容，都可以輕鬆擷取。這也是我最喜歡的MIUI8 新功能之一喔！8月23日起將分階段為你推送升級。,,707,18
2016-08-23 02:26:13+00:00,360450250740751_1032986570153779,【暑期熱門新品，今天中午開賣囉！】① 10分鐘，房間空氣煥然一新 — 小米空氣淨化器2 ② 層層淨化，給你清新好空氣 — 小米空氣淨化器濾芯 ③ 書桌上，光的藝術品 — 米家LED智慧檯燈 ④ 支援 USB Type-C 雙向快充 — 小米行動電源10000高配版。多樣熱門商品，今日中午 mi.com 開賣，你最需要哪一樣呢？,小米台灣 Mi Taiwan added 4 new photos.,644,26
2016-08-22 10:38:21+00:00,360450250740751_1032380036881099,手機分身、一部手機兩個 LINE、長截圖.....這些超酷 MIUI8 功能明天起就開始推送囉！各位準備好感受 MIUI8 帶來的便利生活嗎？預計可升級機型：小米2S / 3 / 4i / 5 / Note / Max、紅米1S/ 2 / Note3G / Note4G / Note2 / Note3 / Note3特製版。8月23日起將分階段為你推送升級。,,953,51
2016-08-22 04:05:56+00:00,360450250740751_1032181420234294,【小米空氣淨化器2 明天開賣】越來越多的米粉朋友向我反應說用了淨化器後，明顯感到室內空氣變的更加清新！簡約外型，不管放臥室、客廳都好看！佔不到一張 A4 紙的空間，你準備好放哪裡呢？售價 NT$3995 明天中午開賣 ► bit.ly/29oV2ss,,506,16
2016-08-21 04:41:00+00:00,360450250740751_1031346936984409,"小米膠囊耳機 — 溫柔傾聽，歲月的輕聲細語。 禮拜天早上，是否就該聽個慵懶的藍調呢？🎼
前天 (8/19) 小米行動電源10000 高配版 分享抽獎活動，恭喜 歐鎮瑜 (jun.ze.14) 請儘速私信小編！🎉🎉🎉",,360,3
2016-08-20 03:58:00+00:00,360450250740751_1030431223742647,用大螢幕手機的最大好處：顯臉小XD 小米Max 使用 6.44” 大螢幕，凸顯妳的瓜子臉。立即化身小顏美人 ► bit.ly/29yWwQ9,,557,6
2016-08-19 04:40:00+00:00,360450250740751_1029709043814865,【12.58mm 輕薄不減】小米行動電源 10000 高配版相較經典的 10000行動電源，厚度減少了整整 42%。而相比 5000 行動電源僅增加 2.68mm。輕薄外型，輕鬆出行！這麼輕薄，你可以放在哪裡呢？公開分享+留言你最創意的行動電源攜帶方式，我們送出一顆！明日中午截止。輕薄有力 ► bit.ly/2bujx6z,,1992,568
2016-08-18 03:01:56+00:00,360450250740751_1028945253891244,剛剛 Henman Lee 李佳峰 跟大家宣布這個好消息，我們即將開賣小米行動電源10000 高配版！ ① 很有力：支援 Type-C，高密度鋰聚合物電芯 ② 超省時：雙向 18W 快充，充手機快 25% ③ 最輕薄：全鋁合金金屬外殼，僅 12.58mm 薄  ④ 小貼心：支援小電流為小米手環充電！售價 NT$795 下週二開賣，搶先了解更多 ► bit.ly/2bujx6z,小米台灣 Mi Taiwan shared Henman Lee 李佳峰's photo.,1432,0
2016-08-17 04:30:00+00:00,360450250740751_1028234210629015,【小米體重計 開學前最重要的準備】暑假快結束啦，想要在同學面前亮眼一下嗎？ 現在開始還不晚！讓我們一起享瘦暑假！小米體重計，連喝杯水都可測量到的精準度 ► bit.ly/2bbcZMK,,397,4
2016-08-16 02:04:05+00:00,360450250740751_1027410574044712,"【小米空氣淨化器 中午開賣】不管擺在哪裡，就像一件藝術品。靜靜的為生活帶來清新潔淨。CADR 值 310m3/h、全新空氣增壓系統、360° 進風高效淨化濾芯。售價 NT$3,995！中午開賣 ► bit.ly/29oV2ss
了解什麼是CADR ► bit.ly/2aNOYfI
全新空氣增壓系統 ► bit.ly/2bsxi66
層層剖析3層濾芯 ► bit.ly/2aW6c8N",小米台灣 Mi Taiwan added 4 new photos.,551,29
2016-08-15 04:45:00+00:00,360450250740751_1026743584111411,【米家 LED 智慧檯燈 手機輕鬆操控】不只一鍵操控還能連上家中WIFI，透過手機遠端遙控檯燈。一指無段調節燈光亮度及色溫，更加細膩的調出你想要的那道光。還可設定間歇模式，提醒專注認真的你該休息一下！售價NT$995，為開學做好準備 ► bit.ly/29kG5Wp,,619,16
2016-08-14 04:51:32+00:00,360450250740751_1026049310847505,大家的淨化器都到了吧？炎炎夏日，窩在家中享受冷氣與潔淨的空氣，真是一大享受啊！大家都把淨化器放在哪裡呢？貼上來分享一下吧！,,470,3
2016-08-13 04:33:00+00:00,360450250740751_1025324514253318,是不是有人跟我一樣，一睜開眼就是看 LINE、刷 FB。上床後都要再追一集美劇、日劇、韓劇才肯乖乖睡覺呢？週末多休息一下眼睛吧，睡前不看手機，有助於睡眠品質喔！,,617,9
2016-08-12 04:30:00+00:00,360450250740751_1024521501000286,【小蟻智慧攝影機】放暑假就是要出遠門，到處大玩特玩。沒人看家不放心？就交給小蟻智慧攝影機！支援 iOS / Android 裝置，720P 高畫質解析度，在手機上可隨時查看家中狀況，出門時守護最溫暖的家！ Mi.co m 現貨販售中！↓ ↓ ↓,,597,16
2016-08-11 04:20:00+00:00,360450250740751_1023762467742856,【買小米4i 就送小米行動電源 5000】輕便小巧的小米4i 使用 Sharp / JDI 1080p 螢幕，7.8mm、130g 輕薄設計最適合都市生活。買就送小米行動電源 5000 銀色，來一趟夏日輕旅行，NT$4999 享受夏天 ↓ ↓ ↓,,414,7
2016-08-10 04:00:00+00:00,360450250740751_1023014707817632,為全力以赴的選手們加油！里約奧運屢傳佳音，讓我們為支持的選手加油！你最想看的是哪些項目呢？我已經準備好今晚 8 點鎖定射箭，還有明天的羽球雙打。大家一起為最愛的選手加油！！！,,586,1
2016-08-09 02:30:00+00:00,360450250740751_1022306424555127,"給家裡的小寶貝一個乾淨的空氣及環境。小米空氣淨化器2 來幫你！不管在房間哪個地方玩耍，都可以呼吸到潔淨的空氣。靜音運作，像你們的愛般，安靜、無形的守護著寶寶健康成長。售價 NT$3,995！今天中午 Mi.com / 台北小米之家同步開賣。",,565,9
2016-08-08 04:10:28+00:00,360450250740751_1021668474618922,【空氣淨化器學堂 – 層層剖析3層濾芯】層層除去空氣中常見有害物質 ① 初效濾網：攔截大顆粒懸浮物 ② 高效過濾器：過濾可吸入顆粒物、PM2.5、花粉 ③ 高品質活性碳：去除甲醛、異味等。一體式三層濾芯給你源源不斷的潔淨空氣！售價 NT$895，8 月 9 日中午Mi.com / 台北小米之家同步開賣。了解更多 ► bit.ly/2aR1A6k,,384,6
2016-08-07 03:01:01+00:00,360450250740751_1020586794727090,【小米行動電源讓你不錯過任何精靈！】當了一整天的訓練師，是不是覺得遊戲很耗電，令你錯失捕捉機會呢？小米行動電源助你一臂之力！在大師之路上給你源源不竭的支持！趕快分享＋留言貼出你的收穫截圖，我們隨機送出十顆 10000 版本行動電源！明天中午截止。 bit.ly/2aBI7kc,小米台灣 Mi Taiwan updated their status.,1651,695
2016-08-06 04:07:00+00:00,360450250740751_1019795304806239,"【空氣淨化器學堂 – 10 分鐘房間空氣煥然一新】高性能的淨化效果，源於房間內的空氣以循環方式持續流動。原理在於強大的風量從送風口送出，垂直吹至天花板，四散流動至牆壁，地面再從底部被吸入淨化器，確保室內空氣可以 360° 循環開來。一個約 7 坪大的客廳，只需 10 分鐘，空氣就可大循環一次。售價 NT$3,995！ 8 月 9 日中午Mi.com / 台北小米之家同步開賣。",,406,10
2016-08-05 04:21:01+00:00,360450250740751_1018777154908054,"【空氣淨化器學堂 - 什麼是CADR？】它是淨化器對汙染物的淨化能力，數值愈高代表淨化效率越高，它的單位是立方公尺／每小時（m3/h）。我們調查市售 CADR 值 153-300 左右幾款熱門空氣淨化器，售價約 NT$7,990 ~ 19,890。小米淨化器2  CADR 值達到 310，售價NT$3,995！購買淨化器除了關心價格，更要留意效能！8 月 9 日中午開賣，輕鬆享受潔淨 ► bit.ly/29oV2ss",,978,14
2016-08-04 02:15:59+00:00,360450250740751_1018089574976812,"【小米空氣淨化器2 下週二開賣】►► bit.ly/29oV2ss 售價 NT$3,995，8 月 9 日中午 Mi.com / 台北小米之家同步開賣。10 分鐘，房間空氣煥然一新，比 A4 紙佔地面積還小！你想要放哪裡呢？客廳？臥室？嬰兒房？分享 + 留言「小米空氣淨化器2 下週二開賣！我要把清新空氣帶進______」我們送出十個F碼！8 月 5 日 23:59 截止。",,4274,1391
2016-08-02 03:45:00+00:00,360450250740751_1017289725056797,【小米行動電源】 工作通勤、暑假出遊必備，小米行動電源10000mAh，美國德州儀器/ MPS 九重電源保護，93% 板端轉化率，可幫小米5 充電 2.1 次或 iPhone 6 充電 3.5 次。為生活充電 ► bit.ly/1PyyNRN,,678,9
2016-08-01 02:35:53+00:00,360450250740751_1016576805128089,紅米Note 3 特製版 降價$500，七天內購機用戶補償規則,小米台灣 Mi Taiwan published a note.,220,5
2016-08-01 02:28:30+00:00,360450250740751_1016568838462219,【紅米Note 3 特製版】bit.ly/2alIm6w - 現降500特價5999！感謝父親，為他升級 <3分享+留言「爸爸感謝你_____，送你紅米Note 3 特製版！」送出一台金色的紅米Note 3 特製版！抽獎活動8/3中午截止。支援台灣電信商已開通全頻段、金屬機身、指紋辨識、4050mAh大電量。,,3133,1647
2016-07-31 03:35:00+00:00,360450250740751_1014752848643818,暑假還剩一半，趕快找找好久不見的麻吉聊聊吧！幾年不見，是不是變的更帥更美了呢？多來幾張自拍為大家留下最美好的回憶 <3  150克的小米藍牙自拍桿，三五好友小聚的自拍利器！立刻為回憶準備 ► bit.ly/1YdK6kn,,381,2
2016-07-30 04:24:01+00:00,360450250740751_1014735871978849,【小米膠囊耳機】溫柔傾聽，歲月的輕聲細語。45° 斜角的半入耳式佩戴，舒適不易脫落，甚至能忽略它的存在。用音樂輕輕包裹你的夏日午後。每到夏天，屬於你的主題曲是那一首呢？趕快用膠囊耳機享受它吧 ► bit.ly/295u2PZ,,353,6
2016-07-29 04:32:00+00:00,360450250740751_1014064128712690,電獺可愛的Ivy 覺得小米Max 省電的功能也做得很好，過往大螢幕的印象就是耗電快，可是使用小米Max的時候真的不會有天啊怎麼又沒電了的感覺，一整天正常使用回家都還有電！小米Max 6.44吋大螢幕 + 4850mAh大電量 = NT$ 7499    即刻擁有 ►bit.ly/29yWwQ9,,695,17
2016-07-28 04:45:00+00:00,360450250740751_1013492838769819,"【螢幕大，什麼都好搭】擁有6.44吋大螢幕的小米Max，是你夏日生活中最實用且時尚的好幫手！哪一張是你的style呢？
了解更多小米Max ► bit.ly/29yWwQ9",,523,8
2016-07-27 04:41:00+00:00,360450250740751_1012952992157137,【米家 LED 智慧檯燈 一個按鍵，三種玩法】照明之上，光的藝術品。一段影片了解三種操作方法：輕觸 > 開啟/關閉  旋轉 > 調整亮度  按下+旋轉 > 調整色溫。色溫的冷暖交替，亮度的強弱變化，只需輕輕一轉，就能讓光線如水般自然流淌。明天中午開賣 ► bit.ly/29kG5Wp,,1265,48
2016-07-26 03:59:00+00:00,360450250740751_1012710665514703,【小米活塞耳機基礎版】鋁合金音腔採用金屬陽極氧化並雕刻精細CD紋，邊緣採用防割手的C角鑽切工藝。耳機中檔設計成凹面形狀，貼合手指更省力，使用更順手。5色可選，立即繽紛一夏。↓ ↓ ↓,,379,8
2016-07-25 04:10:00+00:00,360450250740751_1012134698905633,【小米活塞耳機基礎版】昨天很多人都選擇入耳式耳機，更能隨時隨地享受音樂。全新小米活塞耳機基礎版 - 鋁合金音腔、金屬複合振膜。分享並回覆「___色最能代表我的夏天，因為________」，有機會得到你想要的顏色，活動到明天中午12點。明天早上10點開賣。搶先了解 ► bit.ly/29YMcjE,,1012,384
2016-07-24 04:43:01+00:00,360450250740751_1010432922409144,"哪一種耳機，是你享受音樂的最愛？
耳塞點讚，耳罩愛心。",小米台灣 Mi Taiwan added 2 new photos.,448,2
2016-07-23 04:33:01+00:00,360450250740751_1010428595742910,"這是我的夏日方程式，你呢？

昨天的PO文，恭喜 Kuo Chiang (joy.chiang.967) 中獎，請私訊小編提供相關資訊囉！",,886,16
2016-07-22 02:30:00+00:00,360450250740751_1009567322495704,使用高通驍龍 650 處理器、3G/32GB 容量、4050mAh 大電池、1600 萬相位對焦相機、金屬機身、指紋解鎖，支援台灣五大電信業者 4G LTE已開通 4G 頻段。今天中午 Mi.com 與小米之家同步 三色齊賣↓↓↓,,629,17
