貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2016-08-22 02:34:38+00:00,1403439883268756_1776699082609499,"你不主宰時間，時間就會主宰你。—— 吉姆·羅恩
大家週一早，小O祝大家一週都有好心情，滿滿的小確幸！
#小O週一報",,185,3
2016-08-21 04:39:00+00:00,1403439883268756_1775434526069288,"OPPO F1s —— 不只是1600萬畫素自拍這麼簡單！
除了1600萬畫素前鏡頭外、從F1 時期就有的手勢拍照與聲控拍照更可以派上大用場，把手掌放入螢幕，give me five ，等待倒數的過程中，可以盡情擺出各種pose，和一大幫好友一起自拍合照更自如！
自拍一張滿意照片的願望，現在終於可以實現了！F1s 自拍美顏機全台現貨發售中：http://estore.oppomobile.tw/item/201608AM100002844
體驗店地址：http://www.oppo.com/tw/shops",,472,10
2016-08-20 09:17:00+00:00,1403439883268756_1775388329407241,"OPPO Instagram 攝影大賽還剩10天就結束了，電影票、巴薩包等你拿，還沒投稿嗎？？快到：https://www.instagram.com/oppo_taiwan/ 看下活動規則吧！
到你的個人IG上傳OPPO手機拍攝的夏日主題攝影作品>>加上標記 #oppo_taiwan #oppomysummer  就有機會搶先帶走巴薩限量背包和威秀電影票（每人2張）！不限投稿數量喔，參加後記得到活動貼文下面留言告訴我們唷！",,345,6
2016-08-20 04:17:00+00:00,1403439883268756_1775407592738648,"OPPO F1s —— 不只是1600萬畫素自拍這麼簡單！
除了1600萬畫素前鏡頭外、還有美得好自然的 美顏4.0 加持，七段式漸進美顏效果可選，還有白皙和紅潤兩種適合東方人調節的自拍大殺器！
自拍一張滿意照片的願望，現在終於可以實現了！F1s 自拍美顏機全台現貨發售中：http://estore.oppomobile.tw/item/201608AM100002844
體驗店地址：http://www.oppo.com/tw/shops
#F1s #自拍美顏機",,520,5
2016-08-19 11:12:53+00:00,1403439883268756_1775432219402852,"報告訓練師們，這裡有一支大蔥鴨！
小O祝大家週末愉快，用OPPO手機都能抓到多多的寶貝！",,546,5
2016-08-18 10:39:20+00:00,1403439883268756_1774979632781444,"論壇網友出國玩，最驚歎的居然是它 ~讓小編大跌眼鏡啊~
來看看他的去香港遊玩心得，強烈建議大家出國一定要帶支方便、穩定、續航力超強的手機出門，真的減輕很多負擔唷!!!

http://community.oppo.com/tw/forum.php?mod=oppo_viewthread&tid=7338",,343,1
2016-08-18 05:55:02+00:00,1403439883268756_1774860366126704,"溫馨提示大家：感謝大家的熱情參與，現在活動才進行到月中~OPPO Find 7 和 Find 7a 的原廠皮套已經被全數領光光了，N3 的原廠皮套也只剩下少量，先到先得喔！
另外小編私私（不是蛇）的向旗艦店的負責人拗到了另外一項福利，就算不是以下機型，也可以來店做OPPO手機的免費清潔服務喔，但沒有原廠皮套可以拿就是了！同樣也是按讃 OPPO 和 OPPO 高雄林森旗艦店 即可，就可以享受夏日SPA了！Find 系列、R 系列、N 系列 的O粉們，還不趕快行動起來~~",OPPO shared their photo.,190,0
2016-08-17 11:55:00+00:00,1403439883268756_1774495019496572,"中元普渡拜一拜，拜完再來參加凶宅打卡既增加勇氣和能量又可以贏R9 和 R9 Plus 超棒手機啦！也別忘了按讃 OPPO 隨時隨地推好康~

#中元普渡 #拜拜 #慶讃中元
http://s-g.nxtomo.tw/devilgame360/",,385,5
2016-08-17 09:34:00+00:00,1403439883268756_1774427192836688,"也有女孩喜歡玩手游嗎？那得拿一台R9 Plus才好！
電量足、螢幕大、而且由於極窄邊框和超薄機身，拿的時間長也不會手疼，還有還有，不玩遊戲的時候也可以拿來自拍，超級閃亮！
來看看手機王網友Charis撰寫的這篇——女孩的OPPO R9 Plus手遊追劇神器 
大螢幕也讓我在玩塔防類型的遊戲時視野更好，殺敵更容易~使用OPPO R9 Plus後打塔防遊戲勝利率增加了!（有玩皇室戰爭或部落衝突的可以來談談經驗）

https://www.sogi.com.tw/talks/%E5%A5%B3%E5%AD%A9%E7%9A%84OPPO_R9_Plus%E6%89%8B%E9%81%8A%E8%BF%BD%E5%8A%87%E7%A5%9E%E5%99%A8/6248869",,885,7
2016-08-16 10:15:00+00:00,1403439883268756_1774032252876182,"校園女孩愛出遊~來看看手機王網友 歐柚柚的“不專業食客柚與 OPPO R9 的新竹二日遊”
一大波R9 的自拍與拍照作品分享喔！

https://www.sogi.com.tw/talks/%E4%B8%8D%E5%B0%88%E6%A5%AD%E9%A3%9F%E5%AE%A2%E6%9F%9A%E8%88%87_OPPO_R9_%E7%9A%84%E6%96%B0%E7%AB%B9%E4%BA%8C%E6%97%A5%E9%81%8A/6248143",,477,3
2016-08-16 01:33:00+00:00,1403439883268756_1773940359552038,"時間不多，錯過傷心。小O再次提醒大家，別忘了參加 OPPO 高雄林森旗艦店 的OPPO手機夏日SPA大作戰~現場只要按讃 OPPO 和旗艦店的粉絲團就可以免費清潔以下機型及獲得免費原廠皮套喔！

地址:高雄市新興區林森一路232號1樓",OPPO shared their photo.,314,0
2016-08-15 01:47:22+00:00,1403439883268756_1773544062925001,"是F1s快還是閃電柏特快？百米飛人大戰，9秒81就搞定！
大家週一早！F1s 現貨發售中：http://estore.oppomobile.tw/item/201608AM100002844
體驗店地址：http://www.oppo.com/tw/shops
#Rio2016 #F1s",,1182,10
2016-08-14 06:57:00+00:00,1403439883268756_1772203103059097,"週日天氣真好~背著巴薩包、帶著R9 Plus 無敵大大機去抓寶咯！

#就決定是OPPO了 #充電5分鐘抓寶2小時",,844,8
2016-08-13 03:06:00+00:00,1403439883268756_1772155643063843,"論壇熱心版主整理的 OPPO手機 安裝使用Pokemon GO 教學和問題，每個O粉都能成為神奇寶貝大師喔！快來看看你的手機如何去安裝和去玩！
寶可夢Pokémon GO 問題解決及OPPO手機可用機型清單——http://community.oppo.com/tw/forum.php?mod=viewthread&tid=7241
#人人都是神奇寶貝大師 #充電5分鐘抓寶2小時 #邊玩邊閃充就決定是你了
PokemonGo Taiwan Pokemon:GO Taiwan",,2060,60
2016-08-12 10:10:00+00:00,1403439883268756_1772146893064718,"這6張圖幫您看懂OPPO F1s 自拍美顏機，感光元件更大的1600萬畫面前鏡頭、能自由直接開啟不同App的極速指紋辨識、獨家三卡槽人性化設計、超爽弧線手感和高顏值外觀，竟然不到萬元 就可以將這樣的5.5吋大螢幕手機收入囊中！
F1s 現貨發售中：http://estore.oppomobile.tw/item/201608AM100002844
體驗店地址：http://www.oppo.com/tw/shops，分享和留言你對F1s的推薦並且tag三位朋友 還可以獲得小O送出的價值千元愛戀金手拿包一只！快來按讃 OPPO吧~
#萬元內最佳大螢幕手機 #F1s就是猛",OPPO added 6 new photos.,947,365
2016-08-12 03:50:00+00:00,1403439883268756_1767939016818839,"一張圖看懂F1s 之功能篇
F1s 擁有雙卡雙待的常規功能，而且還採取了獨家的三卡槽式設計，即既可以插雙SIM卡實現雙卡雙待~又可以再插一張最大128GB的MicroSD卡，實現外接記憶體功能！而且F1s還支援2CA的載波聚合喔！！
功能更強大~上網更快速~
有想擁有雙卡還想再外接記憶卡的同學請舉個手吧！

全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#OPPOF1s #SelfieExpert #自拍美顏機",,797,13
2016-08-11 10:00:00+00:00,1403439883268756_1767938300152244,"一張圖看懂F1s 之規格篇
F1s 擁有3GB RAM 和32GB ROM的硬體配置，絕對滿足日常所需~
操作更流暢~運行更快速~

全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#OPPOF1s #SelfieExpert #自拍美顏機",,588,10
2016-08-11 03:58:00+00:00,1403439883268756_1771687106444030,"我們來看看昨天和大家說的客製化指紋辨識是怎麼玩的？！
OPPO F1s首推客製化指紋辨識功能，又開創了一個嶄新的指紋辨識玩法~瞬間啟動你想開啟的App ，可以設定多達五組喔！！小編這裡做個有獎問答，你最常使用的五個App是什麼呢？快點按讃 OPPO 並且分享和留言影片吧！！我們將選出3位獲得巴薩版聯名限量超大背包唷！

F1s 全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#極速指紋辨識 #客製化指紋辨識 #F1s #自拍美顏機",,1139,452
2016-08-10 10:00:00+00:00,1403439883268756_1767938250152249,"一張圖看懂F1s 之指紋篇
F1s 擁有0.22秒超快的指紋辨識~幾乎無感解鎖手機的同時，還有不同指紋開啟不同App的獨家功能！快去設定你的常用App吧！
辨識更快速~使用更安全~

全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#OPPOF1s #SelfieExpert #自拍美顏機",,868,11
2016-08-09 13:00:00+00:00,1403439883268756_1770856419860432,"七夕快樂唷！怕閃光的小編只好一個人滯留辦公室加班，幸好還有心愛的R9 Plus 陪伴，充電5分鐘就可以抓寶2小時，而且辦公室附近居然有好幾隻大傢伙呢（噓，不要讓老闆知道）！

#充電5分鐘抓寶2小時
#邊玩遊戲也可以邊閃充唷",OPPO added 2 new photos.,563,4
2016-08-09 11:30:00+00:00,1403439883268756_1770805226532218,"祝所有的O粉們七夕快樂！！有沒有情侶都要快樂唷！OPPO 9要和你在一起，快用R9 和身邊的情侶或朋友自拍一張吧！

#七夕 #七夕情人節 #R9Plus",,242,1
2016-08-09 10:00:00+00:00,1403439883268756_1767934003486007,"一張圖看懂F1s 之手感篇
F1s 擁有整體如一的金屬機身和獨家光藝背雕工藝， 在追求美型的同時5.5吋的圓潤機身更貼合掌心！
機身更美觀~手感更出眾~

全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#OPPOF1s #SelfieExpert #自拍美顏機",,1083,10
2016-08-09 03:49:53+00:00,1403439883268756_1770745669871507,"七夕情人節，OPPO手機的情人竟然是它……（好髒髒XDDD）

最近有句特別火的話：充電5分鐘，抓寶2小時。今天你抓了嗎？VOOC閃充 官方套組 火爆售賣 官網商店正在重新補貨上架，購買關注：http://estore.oppomobile.tw/",OPPO added 3 new photos.,1232,6
2016-08-08 10:00:01+00:00,1403439883268756_1768907446721996,"父親節，一聲問候，一身溫暖
看著每天與你最親密的手機，你可記得父親用的是哪家的手機呢？
想起小時候老爸總是給我們最新、最想要的玩具，現在的你長大、茁壯了，是否有考慮幫父親換一個新手機呢？",,503,3
2016-08-08 10:00:00+00:00,1403439883268756_1767928053486602,"一張圖看懂F1s 之拍照篇
F1s 擁有1300萬的主鏡頭畫素~還搭載了PDAF相位對焦、智慧型防手震、超高解析度等多種拍照功能！
拍照更清晰~層次更豐富~

全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#OPPOF1s #SelfieExpert #自拍美顏機",,595,4
2016-08-08 03:00:01+00:00,1403439883268756_1769996226613118,OPPO R9 巴薩限量版手機，父親節獻禮，最後秒殺機會，一個小時後準時開搶：http://estore.oppomobile.tw/item/201608AM030002576,,1000,3
2016-08-08 00:00:00+00:00,1403439883268756_1767950213484386,"所有的界限，都存在你自己的心裡。
週一早！小O祝大家一週都有好心情~別忘了這週 F1s 已經開始預購了唷！",,183,1
2016-08-07 10:00:01+00:00,1403439883268756_1768906626722078,"R9 & R9 Plus購買前看這裡，購買後就傳給朋友看，網羅各界好手的開箱文這裡去：http://www.oppotwfc.com.tw/blog2016/
自己看完不過癮，分享給朋友更開心，即日起分享此連結到自己的FB（需設為公開）就有機會獲得加碼獎品三個超大容量巴薩版背包喔！
活動操作步驟：進入網頁→點擊網頁上方「點我分享」按鈕→完成公開分享到自己的FB主頁→在此貼文下留言：已分享，就算完成參加活動嘍～抽獎的時候，認真的小O會去你的主頁檢查唷！",,650,202
2016-08-07 10:00:00+00:00,1403439883268756_1767924186820322,"一張圖看懂F1s 之自拍篇
F1s 擁有1600萬畫素的自拍前鏡頭~還搭載了擁有7段式美肌效果、紅潤與白皙兩種符合東亞人需求的美顏4.0！
自拍更清晰~美顏更自然~

全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#OPPOF1s #SelfieExpert #自拍美顏機",,471,7
2016-08-07 03:13:56+00:00,1403439883268756_1769788626633878,,OPPO updated their cover photo.,796,3
2016-08-06 11:35:00+00:00,1403439883268756_1767957106817030,"F1s 全台正式開啟預購~美型金屬機身、5.5吋2.5D弧面螢幕、0.22秒極速指紋辨識、3GB RAM + 32GB ROM 、3075mAh大容量電池、1600萬畫素自拍美顏鏡頭。
你最喜歡F1s 的哪個點？看影片，分享並留言即可得到OPPO台灣粉絲團送出的巴薩限量大背包，共抽3人，8月15日截止！

全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#OPPOF1s #SelfieExpert #自拍美顏機",,2662,626
2016-08-06 08:06:00+00:00,1403439883268756_1767922586820482,"OPPO的老朋友——巴塞隆納足球俱樂部也發來賀電，祝賀新一代自拍神器-F1s 上市！
在球場上揮灑汗水，在生活中展現美麗！你離變美就差一台F1s了！
說到巴薩，小編突然想起來一件事情，前兩天在箱子裡面翻出了2台還亮閃閃的R9 巴薩版限量手機！過兩天就拿出來供巴薩的球迷搶購（原價不變唷，在官網網路商店），作為父親節球迷賀禮~盡請期待！

#OPPOX巴薩 巴塞隆拿-Força Barça 巴塞隆納足球俱樂部 來吧，巴塞羅那 Culés de Taiwan , 巴薩隆納 台灣球迷團

F1s全台體驗店及網路電商同步預購，立即購買：http://estore.oppomobile.tw/item/201607AM220001459
體驗店地址：http://www.oppo.com/tw/shops
#OPPOF1s #SelfieExpert #自拍美顏機",,283,2
2016-08-06 01:00:00+00:00,1403439883268756_1768901713389236,"萬眾矚目！F1s正式預購啟動！
擁有0.22秒快速指紋辨識，搭配1600萬畫素自拍美顏鏡頭，以及3075 mAh超大電池、3GB RAM + 32GB ROM玩遊戲夠爽快，還有5.5吋大螢幕2.5D弧面螢幕、美型金屬機身，超親民價格 $9990 就可帶回家！即日起到8/12預購還送獨家好禮~
➔全台體驗店預購，即送便利、時尚的DNA藍牙音箱～
全台體驗店據點：http://www.oppo.com/tw/shops
➔官方商店購買送小O藍牙音箱 + 牛爾保溼面膜，炎炎夏日讓你保養美美拍照更美～
官網商店GO：http://estore.oppomobile.tw/item/201607AM220001459",,609,12
2016-08-05 11:06:00+00:00,1403439883268756_1767431300202944,"1600萬個畫素都在看著你啦~

就是明天，擁有超薄機身弧度手感的 F1s 自拍美顏機 正式預購！

Eye-catching look with comfortable grip.

#OPPOF1s #SelfieExpert #自拍美顏機",,570,4
2016-08-05 09:40:00+00:00,1403439883268756_1767874760158598,"8月電商活動來啦！夏天就是要喝大杯果汁！！

即日起~ 2016/08/31(三)止，於OPPO 網路商店或網路購物指定賣場購買OPPO R9、OPPO R9 Plus 64GB或 OPPO R9 Plus 128GB，即可登錄抽【美國Oster隨行杯果汁機】(建議售價 : $1,580)

具體活動規則及訊息請參考活動頁面，登錄網址：http://www.oppotwfc.com.tw/ac/cusactivity/201607_ec_juicer",,532,6
2016-08-05 07:34:00+00:00,1403439883268756_1767874016825339,"8月購機活動之台哥大獨家好禮，防水袋好評再加碼送啦！

2016/08/01(一)起~2016/08/31(三)止於台灣大哥大直營或加盟門市購買OPPO R9不限顏色，登錄可獲得鋼鐵極限黃色防水袋乙個(市價NT$799)

具體活動規則及訊息請參考活動頁面，登錄網址：http://www.oppotwfc.com.tw/ac/cusactivity/201607_R9_twmobile_waterproofbag
*限前1000名登錄成功者獲得",,192,2
2016-08-05 03:30:00+00:00,1403439883268756_1767872750158799,"8月購機活動之遠傳電信獨家好禮~一起凍次凍次

2016/08/01(一)起~2016/08/31(三)止於遠傳直營或加盟門市購買OPPO R9 或 R9 Plus 128GB版不限顏色，登錄送COLD STONE 4Oz經典冰淇淋電子兌換券兩張

具體活動規則及訊息請參考活動頁面，登錄網址：http://www.oppotwfc.com.tw/…/cusac…/201607_r9plus128gb_bogof
*限前2000名登錄成功者獲得",,234,5
2016-08-05 01:00:00+00:00,1403439883268756_1767865176826223,"8月購機活動之中華電信獨家好禮~背影殺手背包少女又來了！

2016/07/01(五)起~2016/08/31(三)止於中華直營或神腦特約門市購買OPPO R9 或 R9 Plus 64GB版不限顏色，登錄可獲得經典黑色多功能雙肩包乙個(市價NT$990)

具體活動規則及訊息請參考活動頁面，登錄網址：http://www.oppotwfc.com.tw/…/cusa…/201607_cht_chtanniversary
*限前5000名登錄者唷
（聽說本月神腦購買OPPO手機還有機會抽取首爾來回機票，快去門市看看吧！）",,194,6
2016-08-04 11:04:00+00:00,1403439883268756_1767430366869704,"1600萬個畫素都在看著你啦~

還有2天，擁有七段式進階兩種模式的美顏4.0— F1s 自拍美顏機 正式預購！

Naturally Beautiful You.

#OPPOF1s #SelfieExpert #自拍美顏機",,301,3
2016-08-04 09:00:00+00:00,1403439883268756_1767443623535045,"烈日炎炎，OPPO體驗店 高雄林森旗艦店8月回饋老用戶啦，讓你的愛機也做一個超爽的SPA！

持OPPO Find 7 、 Find 7a、N1 mini、R3、R5、N3 型號手機的O粉，只要按讃 OPPO 和 OPPO 高雄林森旗艦店 粉絲團，並在現場出示本帖文，即可享受免費清潔手機與免費獲得對應型號原廠皮套的好康！！

活動時間：整個八月都等你來~
活動地點：OPPO 高雄林森旗艦店（高雄市新興區林森一路232號1~2樓）
大家快奔走相告吧！

*原廠皮套數量有限，先到先得唷！大家也別忘了參加昨天高雄旗艦店的活動>>https://www.facebook.com/OPPO.KaoHsiung.LinSen.Flagship.Store/photos/a.602087129964674.1073741828.596745030498884/633199206853466/?type=3&theater",,348,36
2016-08-04 03:43:00+00:00,1403439883268756_1767987913480616,"什麼~~~~~？？？
玩遊戲還可以抽手機，還是現在最夯的R9 系列手機，R9 和 R9 Plus 各一支！怎麼好的事情別怪小O沒有告訴你！中午閒暇時刻，一起和OPPO勇闖凶宅！
http://s-g.nxtomo.tw/devilgame360/",,599,21
2016-08-04 01:28:00+00:00,1403439883268756_1767473590198715,"再來回顧一下OPPO七月攝影講堂學員們的作品~這次北部場選在了淡水，學員們也用OPPO R9 記錄下了淡水老街和碼頭旁的景色與故事。

更多作品>>https://facebook.com/events/1622868151359012/?active_tab=posts",,214,2
2016-08-03 11:01:00+00:00,1403439883268756_1767430086869732,"1600萬個畫素都在看著你啦~

還有3天，擁有1600萬畫素前鏡頭的 F1s 自拍美顏機 正式預購！

More Lights, more Details.

#OPPOF1s #SelfieExpert #自拍美顏機",,390,6
2016-08-03 07:20:11+00:00,1403439883268756_1767953200150754,"我是O粉，我使用OPPO R9 手機！
小編在這裡向大家推薦一下OPPO體驗店 高雄林森旗艦店的專頁君，不但發文很有特色，每天歐粉醬歐粉粉的叫著很暖心，而且這次還拿出了特別有誠意的禮品來回饋大家喔！！
限量版巴薩大背包，能裝個10公斤20公斤的不在話下~超有質感的OPPO自拍桿，人人都想要~限量小O藍牙音箱、聽完還想聽~只要按讃 OPPO 和 OPPO 高雄林森旗艦店  並參與活動就有機會得到喔！快點進去下面貼文參加吧！",OPPO shared OPPO 高雄林森旗艦店's photo.,289,0
2016-08-03 03:30:00+00:00,1403439883268756_1767468406865900,"8月3號鬼門開，OPPO獨家贊助的台灣正港懸疑恐怖劇《劣人傳之詭計》~也全面上線了！農曆七月奉獻七張精彩的劇照給大家，也順便做個小活動，猜猜看劇照中的OPPO手機型號都有哪些？回答越全越準確就有機會得到OPPO送出的禮品喔~分享和留言即有機會得到！（有一些難度還是蠻大的，小心接招喔~）

8/3起在追劇瘋 - CHOCO TV 、蘋果日報、Litv線上影視以及緯來綜合台26頻道晚上11點就可以看到這部由OPPO獨家冠名的精彩網劇了！

蘋果日報詭計專區→http://thedevilgame.appledaily.com.tw/index/video/170372
Litv線上影視→https://www.litv.tv/vod/drama/content.do?id=VOD00050580
LINE TV→https://tv.line.me/thedevilgame
追劇瘋-CHOCO TV→https://goo.gl/XsS8am

#鬼門開",OPPO added 7 new photos.,459,58
2016-08-02 12:00:00+00:00,1403439883268756_1767423473537060,"1600萬個畫素都在看著你啦~

還有4天，擁有2.5D弧面螢幕的 F1s 自拍美顏機 正式預購！

A smooth and fluid look.

#OPPOF1s #SelfieExpert #自拍美顏機",,563,12
2016-08-02 10:00:00+00:00,1403439883268756_1767422486870492,"OPPO台灣的Instagram已經正式上線了，你有追蹤和Tag我們嗎？現在又來超讚活動，快來參加➨
https://www.instagram.com/p/BIj2oJ2hL-O/?taken-by=oppo_taiwan
現在到你的個人IG上傳OPPO手機拍攝的夏日主題攝影作品，加上標記 #oppo_taiwan #oppomysummer 就有機會搶先帶走巴薩限量背包和威秀電影票（每人2張）！讃數越多得獎機會越大唷！！現在就去投稿~",,837,14
2016-08-02 02:19:11+00:00,1403439883268756_1767271450218929,"嚇死小編了~幸好偷偷自拍Po圖的時候後面沒有人
#ARAY
#R9Plus",OPPO shared A RAY's photo.,552,0
2016-08-01 10:50:00+00:00,1403439883268756_1766902086922532,"1600萬個畫素都在看著你啦~

還有5天，擁有超快指紋辨識的 F1s 自拍美顏機 正式預購！

Done before you notice. 

#OPPOF1s #SelfieExpert #自拍美顏機",,543,23
2016-08-01 09:09:26+00:00,1403439883268756_1766900710256003,,OPPO updated their cover photo.,340,2
2016-08-01 07:19:24+00:00,1403439883268756_1766864076926333,"父親節O粉大回饋！
按讃 OPPO 和OPPO南投體驗店粉絲頁並且參與下方活動就有機會得到由南投草屯體驗店送出的限量版巴薩背包、實用的VOOC閃充套組、超讚的 R9 或 R9 Plus 原廠皮套~好禮多多，並且美麗的店員小姐親自抽獎送出喔~
活動8月8日即將截止，大家抓緊時間參與呀！",OPPO shared OPPO 南投草屯體驗店's post.,446,0
2016-08-01 03:55:14+00:00,1403439883268756_1766797013599706,"沒想到，8月這麼快就來了，小編一臉驚恐的表情（如圖）在看著你~~

期待我們粉絲團八月份精彩的貼文、活動、和新機預告吧！！

照片作者： 用鏡頭和世界交朋友 張逸帆 （Yifan Chang）
拍攝手機： R9 
#八月你好",,281,1
2016-07-31 15:21:49+00:00,1403439883268756_1766544773624930,"OPPO淡水體驗店今天正式開幕了，眾多禮品被粉絲們一搶而空，店員和漂亮的Show Girl們還跑到街上向淡水的阿公阿嬤推薦R9。
整個八月，淡水體驗店都有購機活動，不要錯過~",OPPO added 5 new photos — at 淡水中山路上.,1201,8
2016-07-31 13:46:00+00:00,1403439883268756_1763906117222129,"What makes you even more beautiful? 
多喝水，可以控制卡路里、擁有更明亮的肌膚、抗皺保濕養顏，效果等同於擁有1600萬畫素的美顏4.0~
F1s，水水惹人愛！
#OPPOF1s #SelfieExpert #自拍美顏機",,305,4
2016-07-31 03:49:00+00:00,1403439883268756_1765301150415959,"OPPO手機的十二星座系列，你喜歡嗎？（還只是喜歡圖中的校花妹妹XDDD）
你最認同哪個星座的行為呢？分享和留言給我們並按讃 OPPO 粉絲團即可獲得由OPPO送出的精彩獎品喔~共抽3名，截止至8月8日~
快來看星座看校花

#十二星座 #手機日常 #校花點點名",OPPO added 12 new photos.,1153,94
2016-07-30 13:45:00+00:00,1403439883268756_1763905480555526,"What makes you even more beautiful? 
珍珠，碾細製成最細粉後有美白功效，效果小於擁有1600萬畫素的美顏4.0~

#OPPOF1s #SelfieExpert #自拍美顏機",,346,5
2016-07-30 10:00:00+00:00,1403439883268756_1763886787224062,"星座系列OPPO版最後一位雙子寶寶登場！（設計師的時間都花在了敲文案上面……）
一定要讓全世界都知道，我拿到的是R9 Plusssss……無敵大大機、前後都有1600萬畫素鏡頭，還有超強閃充……

#雙子座 #手機日常 #校花點點名",,250,10
2016-07-30 07:08:55+00:00,1403439883268756_1765888620357212,OPPO攝影講堂台中場熱烈進行中，小路老師教大家撲捉光的技巧,OPPO added 8 new photos — feeling accomplished at 台中老樣咖啡館.,399,2
2016-07-29 13:45:00+00:00,1403439883268756_1763905220555552,"What makes you even more beautiful? 
白玫瑰，花可入藥，補血氣，美顏護膚、對肝及胃有調理的作用，功效略小於擁有1600萬畫素的美顏4.0~

#OPPOF1s #SelfieExpert #自拍美顏機",,261,4
2016-07-29 10:00:00+00:00,1403439883268756_1763885537224187,"小O問答：
1、說實話，你手機裡面裝著的App，都用過嗎？
2、裝很多App的原因：怕有時會用到？怕睡不著沒人陪的時候無聊？icon好看？其他？

#金牛座 #手機日常 #校花點點名",,230,7
2016-07-29 03:09:06+00:00,1403439883268756_1765295070416567,"週末別忘了去淡水體驗店走走唷！購機好禮有：可愛的小O喇叭和音響、5200mAh的超大行動電源，購買R9 系列還有加碼猴年筆筒和最近超夯的行動KTV，具體可以咨詢體驗店店員~
地址：新北市淡水區中山路118號
電話：02)2625-1223",OPPO shared their photo.,104,0
2016-07-28 13:44:00+00:00,1403439883268756_1763904577222283,"What makes you even more beautiful? 
小黃瓜，台灣四季盛產，除價格親民，也方便取得，因此受到不少人青睞，更成為夏天餐桌上的不敗料理品。但不適合直接敷臉達成美白效果，反而會造成肌膚更加缺水，還需加工處理，成效與工時遠小於擁有1600萬前鏡頭的美顏4.0~

#OPPOF1s #SelfieExpert #自拍美顏機",,215,2
2016-07-28 10:00:00+00:00,1403439883268756_1763882587224482,"性格暴躁的白羊座特別需要一支“耐操”的手機，要經得起羊羊長時間對它的“摧殘”，這裡有……OPPO多款型號供您選擇，全金屬外殼再附贈清水殼，耐操好擋拼第一~^++^
盧薇 Luvis 

#白羊座 #手機日常 #校花點點名",,280,13
2016-07-27 13:43:00+00:00,1403439883268756_1763900630556011,"What makes you even more beautiful? 
據考查，酪梨又名鱷梨，英文avocado，臺灣目前以嘉南地區為主要產地，有二十餘品種。它口感綿密細緻，有著淡淡的香味，果實中含有豐富的蛋白質，營養價值很高，功效小於擁有1600萬前鏡頭的美顏4.0~

#OPPOF1s #SelfieExpert #自拍美顏機",,205,9
2016-07-27 11:19:53+00:00,1403439883268756_1764391627173578,"上週末剛剛在淡水辦完攝影講堂，這週末淡水體驗店就要開幕了！難道冥冥之中淡水最近跟小O有種奇妙的緣分？！
不過說實話，淡水真的是雙北民眾週末可以一逛的好地方，吃一吃阿給老店、嘗一嘗魚丸魚酥、在淡水碼頭邊想一想大事小事，再去中山路上的OPPO體驗店逛逛有什麼好康！對了~說道好康可別說小O沒有提醒你，這週末就好康滿滿~~
就在下方圖中>>>",,154,9
2016-07-27 10:00:00+00:00,1403439883268756_1763836820562392,"為什麼會經常有人說雙魚座愛哭呢？
因為沒有水的話，魚不可能存活太久，所以只是需要不斷的補充液體配合身體健康而已，如果有一台大螢幕的R9 Plus 也許會讓身邊的魚魚哭的更放肆、活的更健康。

#雙魚座 #手機日常 #校花點點名",,179,5
2016-07-27 03:39:00+00:00,1403439883268756_1763880983891309,"OPPO Camera Phone攝影講堂 微·旅行活動 最後一場台中站的名單正式公佈了！請留意電話與郵件唷！OPPO Taiwan驚喜活動不斷，加入和搶先看 OPPO 更多消息第一時間告訴你！

#OPPO攝影講堂",,173,1
2016-07-26 13:40:00+00:00,1403439883268756_1762120447400696,"什麼讓你更漂亮？
蝦咪厚哩溝咖水？
罵該ㄅㄣˊ拰邊逗案將ˊ？
What makes you even more beautiful? 
#OPPOF1s #SelfieExpert #自拍美顏機",,301,4
2016-07-26 10:00:00+00:00,1403439883268756_1763467050599369,"離不開WiFi的水瓶座寶寶，也許只有吃到飽的合約才能挽救他們吧！但也許還是改不掉舊習慣，一到室內就會先問WiFi和密碼，你也會這樣嗎？

#水瓶座 #手機日常 #校花點點名",,221,3
